"UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","lat","lon"
130905,"LA LIBERTAD","SANCHEZ CARRION","MARCABAL",-7.7060639,-78.0333428
130906,"LA LIBERTAD","SANCHEZ CARRION","SANAGORAN",-7.7885092,-78.139451
130907,"LA LIBERTAD","SANCHEZ CARRION","SARIN",-7.9113201,-77.9057665
130908,"LA LIBERTAD","SANCHEZ CARRION","SARTIMBAMBA",-7.698956,-77.7437094
131001,"LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO",-8.1453677,-78.1732575
131002,"LA LIBERTAD","SANTIAGO DE CHUCO","ANGASMARCA",-8.1327539,-78.0555548
131003,"LA LIBERTAD","SANTIAGO DE CHUCO","CACHICADAN",-8.0946386,-78.1489283
131004,"LA LIBERTAD","SANTIAGO DE CHUCO","MOLLEBAMBA",-8.1705327,-77.9740965
131005,"LA LIBERTAD","SANTIAGO DE CHUCO","MOLLEPATA",-8.1934006,-77.957593
131006,"LA LIBERTAD","SANTIAGO DE CHUCO","QUIRUVILCA",-8.0017432,-78.3098616
131007,"LA LIBERTAD","SANTIAGO DE CHUCO","SANTA CRUZ DE CHUCA",-8.1201411,-78.1423829
131008,"LA LIBERTAD","SANTIAGO DE CHUCO","SITABAMBA",-8.0224019,-77.7301793
131101,"LA LIBERTAD","GRAN CHIMU","CASCAS",-7.479441,-78.819392
131102,"LA LIBERTAD","GRAN CHIMU","LUCMA",-7.640631,-78.5526335
131103,"LA LIBERTAD","GRAN CHIMU","COMPIN",-7.6986431,-78.6258748
131104,"LA LIBERTAD","GRAN CHIMU","SAYAPULLO",-7.5954683,-78.4658832
131201,"LA LIBERTAD","VIRU","VIRU",-8.5323927,-78.5670295
131202,"LA LIBERTAD","VIRU","CHAO",-8.5390575,-78.6790415
131203,"LA LIBERTAD","VIRU","GUADALUPITO",-8.9511379,-78.6247273
140101,"LAMBAYEQUE","CHICLAYO","CHICLAYO",-6.766417,-79.8408308
140102,"LAMBAYEQUE","CHICLAYO","CHONGOYAPE",-6.6434984,-79.3851288
140103,"LAMBAYEQUE","CHICLAYO","ETEN",-6.9074587,-79.8628053
140104,"LAMBAYEQUE","CHICLAYO","ETEN PUERTO",-6.9541396,-79.8473494
140105,"LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ",-6.7420777,-79.8342124
140106,"LAMBAYEQUE","CHICLAYO","LA VICTORIA",-6.795021,-79.8445606
140107,"LAMBAYEQUE","CHICLAYO","LAGUNAS",-7.0382511,-79.6601295
140108,"LAMBAYEQUE","CHICLAYO","MONSEFU",-6.8777743,-79.8720043
140109,"LAMBAYEQUE","CHICLAYO","NUEVA ARICA",-6.8738122,-79.3437522
140110,"LAMBAYEQUE","CHICLAYO","OYOTUN",-6.8456153,-79.3024852
140111,"LAMBAYEQUE","CHICLAYO","PICSI",-6.7181436,-79.7702045
140112,"LAMBAYEQUE","CHICLAYO","PIMENTEL",-6.8358356,-79.9358318
140113,"LAMBAYEQUE","CHICLAYO","REQUE",-6.8652593,-79.8187449
140114,"LAMBAYEQUE","CHICLAYO","SANTA ROSA",-6.8792983,-79.9224844
140115,"LAMBAYEQUE","CHICLAYO","SANA",-6.890175,-79.4557356
140116,"LAMBAYEQUE","CHICLAYO","CAYALTI",-6.8922228,-79.5620121
140117,"LAMBAYEQUE","CHICLAYO","PATAPO",-6.7380722,-79.6391387
140118,"LAMBAYEQUE","CHICLAYO","POMALCA",-6.7674263,-79.7774973
140119,"LAMBAYEQUE","CHICLAYO","PUCALA",-6.7813847,-79.6107119
140120,"LAMBAYEQUE","CHICLAYO","TUMAN",-6.809397,-79.6803524
140201,"LAMBAYEQUE","FERRENAFE","FERRENAFE",-6.4471197,-79.5070381
140202,"LAMBAYEQUE","FERRENAFE","CANARIS",-6.0676442,-79.2949441
140203,"LAMBAYEQUE","FERRENAFE","INCAHUASI",-6.2356517,-79.3167892
140204,"LAMBAYEQUE","FERRENAFE","MANUEL ANTONIO",-6.703027,-79.9065086
140205,"LAMBAYEQUE","FERRENAFE","PITIPO",-6.5657046,-79.7808727
140206,"LAMBAYEQUE","FERRENAFE","PUEBLO NUEVO",-6.6402191,-79.7973305
140301,"LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE",-6.1898359,-79.9240312
140302,"LAMBAYEQUE","LAMBAYEQUE","CHOCHOPE",-6.1577994,-79.6480109
140303,"LAMBAYEQUE","LAMBAYEQUE","ILLIMO",-6.4740731,-79.8551381
140304,"LAMBAYEQUE","LAMBAYEQUE","JAYANCA",-6.3922485,-79.822774
140305,"LAMBAYEQUE","LAMBAYEQUE","MOCHUMI",-6.5474461,-79.8645893
140306,"LAMBAYEQUE","LAMBAYEQUE","MORROPE",-6.5403873,-80.0153619
140307,"LAMBAYEQUE","LAMBAYEQUE","MOTUPE",-6.1544303,-79.717074
140308,"LAMBAYEQUE","LAMBAYEQUE","OLMOS",-5.9881884,-79.7472907
140309,"LAMBAYEQUE","LAMBAYEQUE","PACORA",-6.4282657,-79.8390405
140310,"LAMBAYEQUE","LAMBAYEQUE","SALAS",-6.2740246,-79.6057292
140311,"LAMBAYEQUE","LAMBAYEQUE","SAN JOSE",-6.7676082,-79.9692879
140312,"LAMBAYEQUE","LAMBAYEQUE","TUCUME",-6.5097858,-79.8594132
150101,"LIMA","LIMA","LIMA",-12.0621065,-77.0365256
150102,"LIMA","LIMA","ANCON",-11.6965537,-77.1116547
150103,"LIMA","LIMA","ATE",-12.0387281,-76.896873
150104,"LIMA","LIMA","BARRANCO",-12.143959,-77.0202681
150105,"LIMA","LIMA","BRENA",-12.0597004,-77.0501186
150106,"LIMA","LIMA","CARABAYLLO",-11.7949931,-76.9892923
150107,"LIMA","LIMA","CHACLACAYO",-11.9924795,-76.7761764
150108,"LIMA","LIMA","CHORRILLOS",-12.1923497,-77.0089623
150109,"LIMA","LIMA","CIENEGUILLA",-12.0731669,-76.777071
150110,"LIMA","LIMA","COMAS",-11.9328613,-77.0406744
150111,"LIMA","LIMA","EL AGUSTINO",-12.0420524,-76.9957144
150112,"LIMA","LIMA","INDEPENDENCIA",-11.9893075,-77.0473307
150113,"LIMA","LIMA","JESUS MARIA",-12.0781861,-77.0464117
150114,"LIMA","LIMA","LA MOLINA",-12.0901768,-76.9223378
150115,"LIMA","LIMA","LA VICTORIA",-12.0733577,-77.0164172
150116,"LIMA","LIMA","LINCE",-12.0865675,-77.036647
150117,"LIMA","LIMA","LOS OLIVOS",-11.9659853,-77.0730713
150118,"LIMA","LIMA","LURIGANCHO",-11.948832,-76.7627012
150119,"LIMA","LIMA","LURIN",-12.2380498,-76.7838627
150120,"LIMA","LIMA","MAGDALENA DEL MAR",-12.0957149,-77.0682432
150121,"LIMA","LIMA","MAGDALENA VIEJA",-12.0757578,-77.0613302
150122,"LIMA","LIMA","MIRAFLORES",-12.121498,-77.0259064
150123,"LIMA","LIMA","PACHACAMAC",-12.2498244,-76.9067942
150124,"LIMA","LIMA","PUCUSANA",-12.4820916,-76.7974527
150125,"LIMA","LIMA","PUENTE PIEDRA",-11.8768271,-77.0744821
150126,"LIMA","LIMA","PUNTA HERMOSA",-12.3326784,-76.8256982
150127,"LIMA","LIMA","PUNTA NEGRA",-12.3655578,-76.7951906
150128,"LIMA","LIMA","RIMAC",-12.0203041,-77.0354627
150129,"LIMA","LIMA","SAN BARTOLO",-12.3870713,-76.777945
150130,"LIMA","LIMA","SAN BORJA",-12.0964515,-76.9956899
150131,"LIMA","LIMA","SAN ISIDRO",-12.0979021,-77.0353666
150132,"LIMA","LIMA","SAN JUAN DE LURIGANCHO",-11.9487508,-76.9779107
150133,"LIMA","LIMA","SAN JUAN DE MIRAFLORES",-12.1558521,-76.9721287
150134,"LIMA","LIMA","SAN LUIS",-12.0723555,-76.9958909
150135,"LIMA","LIMA","SAN MARTIN DE PORRES",-11.986759,-77.0976551
150136,"LIMA","LIMA","SAN MIGUEL",-12.0786556,-77.0952831
150137,"LIMA","LIMA","SANTA ANITA",-12.2233828,-76.847707
150138,"LIMA","LIMA","SANTA MARIA DEL MAR",-12.4014027,-76.7754651
150139,"LIMA","LIMA","SANTA ROSA",-12.0358514,-77.086616
150140,"LIMA","LIMA","SANTIAGO DE SURCO",-12.1251049,-76.9821605
150141,"LIMA","LIMA","SURQUILLO",-12.1141978,-77.0104749
150142,"LIMA","LIMA","VILLA EL SALVADOR",-12.2135031,-76.9370262
150143,"LIMA","LIMA","VILLA MARIA DEL TRIUNFO",-12.1766438,-76.9189677
150201,"LIMA","BARRANCA","BARRANCA",-10.7541212,-77.7609383
150202,"LIMA","BARRANCA","PARAMONGA",-10.6751894,-77.8185202
150203,"LIMA","BARRANCA","PATIVILCA",-10.6964328,-77.7797843
150204,"LIMA","BARRANCA","SUPE",-10.7957342,-77.7165813
150205,"LIMA","BARRANCA","SUPE PUERTO",-10.8045744,-77.7429158
150301,"LIMA","CAJATAMBO","CAJATAMBO",-10.5458574,-77.0013733
150302,"LIMA","CAJATAMBO","COPA",-10.3863994,-77.0792248
150303,"LIMA","CAJATAMBO","GORGOR",-10.6207137,-77.0412384
150304,"LIMA","CAJATAMBO","HUANCAPON",-10.5494434,-77.1120091
150305,"LIMA","CAJATAMBO","MANAS",-10.5953572,-77.1670582
150401,"LIMA","CANTA","CANTA",-11.4671178,-76.6239175
150402,"LIMA","CANTA","ARAHUAY",-11.6213221,-76.6703384
150403,"LIMA","CANTA","HUAMANTANGA",-11.4989219,-76.7490755
150404,"LIMA","CANTA","HUAROS",-11.406225,-76.5757127
150405,"LIMA","CANTA","LACHAQUI",-11.5528976,-76.6269199
150406,"LIMA","CANTA","SAN BUENAVENTURA",-11.4892571,-76.6619965
150407,"LIMA","CANTA","SANTA ROSA DE QUIVES",-11.6677416,-76.7876655
150501,"LIMA","CANETE","SAN VICENTE DE CANETE",-13.0777733,-76.3874223
150502,"LIMA","CANETE","ASIA",-12.7919444,-76.6280556
150503,"LIMA","CANETE","CALANGO",-12.5263389,-76.543787
150504,"LIMA","CANETE","CERRO AZUL",-13.0248827,-76.479254
150505,"LIMA","CANETE","CHILCA",-12.5185727,-76.7381488
150506,"LIMA","CANETE","COAYLLO",-12.6523026,-76.4243572
150507,"LIMA","CANETE","IMPERIAL",-13.0609207,-76.3527916
150508,"LIMA","CANETE","LUNAHUANA",-12.9624782,-76.1408756
150509,"LIMA","CANETE","MALA",-12.6573403,-76.6297249
150510,"LIMA","CANETE","NUEVO IMPERIAL",-13.07622,-76.3177904
150511,"LIMA","CANETE","PACARAN",-12.8661506,-76.0545357
150512,"LIMA","CANETE","QUILMANA",-12.9495283,-76.3833329
150513,"LIMA","CANETE","SAN ANTONIO",-11.8064483,-76.7874076
150514,"LIMA","CANETE","SAN LUIS",-12.0723555,-76.9958909
150515,"LIMA","CANETE","SANTA CRUZ DE FLORES",-12.619522,-76.6415226
150516,"LIMA","CANETE","ZUNIGA",-12.8598567,-76.0226057
150601,"LIMA","HUARAL","HUARAL",-11.25,-76.916667
150602,"LIMA","HUARAL","ATAVILLOS ALTO",-11.2781472,-76.616084
150603,"LIMA","HUARAL","ATAVILLOS BAJO",-11.347645,-76.7554965
150604,"LIMA","HUARAL","AUCALLAMA",-11.5612658,-77.1747083
150605,"LIMA","HUARAL","CHANCAY",-11.5627697,-77.2699958
150606,"LIMA","HUARAL","IHUARI",-11.1889027,-76.9520625
150607,"LIMA","HUARAL","LAMPIAN",-11.2373725,-76.8394809
150608,"LIMA","HUARAL","PACARAOS",-11.1855537,-76.647254
150609,"LIMA","HUARAL","SAN MIGUEL DE ACOS",-11.2739794,-76.8209702
150610,"LIMA","HUARAL","SANTA CRUZ DE",-11.9997365,-77.0895693
150611,"LIMA","HUARAL","SUMBILCA",-11.4069011,-76.8194788
150612,"LIMA","HUARAL","VEINTISIETE DE",-11.85,-76.45
150701,"LIMA","HUAROCHIRI","MATUCANA",-11.8447264,-76.3860598
150702,"LIMA","HUAROCHIRI","ANTIOQUIA",-12.0575632,-76.5611215
150703,"LIMA","HUAROCHIRI","CALLAHUANCA",-11.8147559,-76.5807659
150704,"LIMA","HUAROCHIRI","CARAMPOMA",-11.62765,-76.3743978
150705,"LIMA","HUAROCHIRI","CHICLA",-11.7050118,-76.2686321
150706,"LIMA","HUAROCHIRI","CUENCA",-12.1456125,-76.4481711
150707,"LIMA","HUAROCHIRI","HUACHUPAMPA",-11.6882621,-76.610784
150708,"LIMA","HUAROCHIRI","HUANZA",-11.6560309,-76.5033777
150709,"LIMA","HUAROCHIRI","HUAROCHIRI",-11.916667,-76.416667
150710,"LIMA","HUAROCHIRI","LAHUAYTAMBO",-12.0974215,-76.399537
150711,"LIMA","HUAROCHIRI","LANGA",-12.1256616,-76.4212701
150712,"LIMA","HUAROCHIRI","LARAOS",-11.5798931,-76.5344931
150713,"LIMA","HUAROCHIRI","MARIATANA",-12.2664462,-76.3681952
150714,"LIMA","HUAROCHIRI","RICARDO PALMA",-11.9237472,-76.6649395
150715,"LIMA","HUAROCHIRI","SAN ANDRES DE",-12.1876762,-76.9256312
150716,"LIMA","HUAROCHIRI","SAN ANTONIO",-11.8064483,-76.7874076
150717,"LIMA","HUAROCHIRI","SAN BARTOLOME",-11.9118044,-76.5292459
150718,"LIMA","HUAROCHIRI","SAN DAMIAN",-11.9604895,-76.3288645
150719,"LIMA","HUAROCHIRI","SAN JUAN DE IRIS",-11.6831239,-76.5248883
150720,"LIMA","HUAROCHIRI","SAN JUAN DE",-11.9834348,-77.1092677
150721,"LIMA","HUAROCHIRI","SAN LORENZO DE QUINTI",-12.1456425,-76.2125565
150722,"LIMA","HUAROCHIRI","SAN MATEO",-11.8020525,-76.2392624
150723,"LIMA","HUAROCHIRI","SAN MATEO DE OTAO",-11.8476752,-76.5624602
150724,"LIMA","HUAROCHIRI","SAN PEDRO DE CASTA",-11.7590657,-76.5963864
150725,"LIMA","HUAROCHIRI","SAN PEDRO DE",-23.8807425,-56.4824428
150726,"LIMA","HUAROCHIRI","SANGALLAYA",-12.1609655,-76.2290673
150727,"LIMA","HUAROCHIRI","SANTA CRUZ DE",-11.9997365,-77.0895693
150728,"LIMA","HUAROCHIRI","SANTA EULALIA",-11.9012394,-76.6640996
150729,"LIMA","HUAROCHIRI","SANTIAGO DE ANCHUCAYA",-12.0955007,-76.2302171
150730,"LIMA","HUAROCHIRI","SANTIAGO DE TUNA",-11.9834409,-76.5253381
150731,"LIMA","HUAROCHIRI","SANTO DOMINGO DE LOS OLLEROS",-12.0317104,-77.0712247
150732,"LIMA","HUAROCHIRI","SURCO",-12.0219714,-76.9375223
150801,"LIMA","HUAURA","HUACHO",-11.108524,-77.6103295
150802,"LIMA","HUAURA","AMBAR",-10.7563177,-77.2719717
150803,"LIMA","HUAURA","CALETA DE CARQUIN",-11.0918364,-77.6283049
150804,"LIMA","HUAURA","CHECRAS",-10.9174685,-76.7998483
150805,"LIMA","HUAURA","HUALMAY",-11.0967129,-77.6129018
150806,"LIMA","HUAURA","HUAURA",-11.0512402,-77.3218207
150807,"LIMA","HUAURA","LEONCIO PRADO",-11.0577733,-76.9183837
150808,"LIMA","HUAURA","PACCHO",-10.957453,-76.93297
150809,"LIMA","HUAURA","SANTA LEONOR",-10.9554541,-76.6732653
150810,"LIMA","HUAURA","SANTA MARIA",41.7041434,-8.6803926
150811,"LIMA","HUAURA","SAYAN",-11.1334544,-77.1933953
150812,"LIMA","HUAURA","VEGUETA",-11.0207638,-77.6376484
150901,"LIMA","OYON","OYON",-10.7295186,-76.85453
150902,"LIMA","OYON","ANDAJES",-10.7925972,-76.9089114
150903,"LIMA","OYON","CAUJUL",-10.805688,-76.9788841
150904,"LIMA","OYON","COCHAMARCA",-10.8623528,-77.1288555
150905,"LIMA","OYON","NAVAN",-10.86212,-77.039789
150906,"LIMA","OYON","PACHANGARA",-10.7811586,-76.8144643
151001,"LIMA","YAUYOS","YAUYOS",-12.4596576,-75.9187003
151002,"LIMA","YAUYOS","ALIS",-12.2809581,-75.786431
151003,"LIMA","YAUYOS","AYAUCA",-12.5912073,-76.0371409
151004,"LIMA","YAUYOS","AYAVIRI",-12.3824533,-76.1372703
151005,"LIMA","YAUYOS","AZANGARO",-12.999961,-75.8369013
151006,"LIMA","YAUYOS","CACRA",-12.8127753,-75.7831157
151007,"LIMA","YAUYOS","CARANIA",-12.3446792,-75.8705546
151008,"LIMA","YAUYOS","CATAHUASI",-12.7996775,-75.8918762
151009,"LIMA","YAUYOS","CHOCOS",-12.9272749,-75.9143335
151010,"LIMA","YAUYOS","COCHAS",-12.2944711,-76.1574486
151011,"LIMA","YAUYOS","COLONIA",19.2259126,-104.3376901
151012,"LIMA","YAUYOS","HONGOS",-12.8104765,-75.7652182
151013,"LIMA","YAUYOS","HUAMPARA",-12.3602081,-76.1673655
151014,"LIMA","YAUYOS","HUANCAYA",-12.2033688,-75.7993144
151015,"LIMA","YAUYOS","HUANGASCAR",-12.8989937,-75.8314747
151016,"LIMA","YAUYOS","HUANTAN",-12.4562776,-75.8115551
151017,"LIMA","YAUYOS","HUANEC",-12.2678765,-76.0602812
151018,"LIMA","YAUYOS","LARAOS",-11.5798931,-76.5344931
151019,"LIMA","YAUYOS","LINCHA",-12.7998307,-75.6672126
151020,"LIMA","YAUYOS","MADEAN",-12.9445701,-75.777266
151021,"LIMA","YAUYOS","MIRAFLORES",-12.121498,-77.0259064
151022,"LIMA","YAUYOS","OMAS",-12.5147208,-76.2892182
151023,"LIMA","YAUYOS","PUTINZA",-12.66266,-75.911285
151024,"LIMA","YAUYOS","QUINCHES",-12.3074173,-76.1431739
151025,"LIMA","YAUYOS","QUINOCAY",-12.3407057,-76.2801757
151026,"LIMA","YAUYOS","SAN JOAQUIN",-12.2841337,-76.1468707
151027,"LIMA","YAUYOS","SAN PEDRO DE PILAS",-12.4544968,-76.2266092
151028,"LIMA","YAUYOS","TANTA",-12.122403,-76.0135887
151029,"LIMA","YAUYOS","TAURIPAMPA",-12.6171667,-76.162082
151030,"LIMA","YAUYOS","TOMAS",-6.1324636,-78.6418158
151031,"LIMA","YAUYOS","TUPE",-12.7413521,-75.8094333
151032,"LIMA","YAUYOS","VINAC",-12.8950124,-75.7568071
151033,"LIMA","YAUYOS","VITIS",-12.2239366,-75.8079029
160101,"LORETO","MAYNAS","IQUITOS",-3.749365,-73.2444145
160102,"LORETO","MAYNAS","ALTO NANAY",-3.2681319,-74.3097829
160103,"LORETO","MAYNAS","FERNANDO LORES",-4.2585911,-73.0632445
160104,"LORETO","MAYNAS","INDIANA",-3.4999226,-73.0439406
160105,"LORETO","MAYNAS","LAS AMAZONAS",-3.6036304,-72.4786307
160106,"LORETO","MAYNAS","MAZAN",-2.9124286,-73.8910925
160107,"LORETO","MAYNAS","NAPO",-2.0495547,-74.5349201
160108,"LORETO","MAYNAS","PUNCHANA",-3.5107986,-73.4877773
160109,"LORETO","MAYNAS","PUTUMAYO",-2.6083488,-72.8833035
160110,"LORETO","MAYNAS","TORRES CAUSANA",-1.1016433,-75.0058097
160112,"LORETO","MAYNAS","BELEN",-3.6706978,-74.5645611
160113,"LORETO","MAYNAS","SAN JUAN BAUTISTA",-4.0779873,-73.5219454
160114,"LORETO","MAYNAS","TENIENTE MANUEL",-0.7447078,-74.7655759
160201,"LORETO","ALTO AMAZONAS","YURIMAGUAS",-5.8951672,-76.1046533
160202,"LORETO","ALTO AMAZONAS","BALSAPUERTO",-5.831621,-76.5598614
160205,"LORETO","ALTO AMAZONAS","JEBEROS",-5.291513,-76.2829837
160206,"LORETO","ALTO AMAZONAS","LAGUNAS",-5.2269531,-75.6796596
160210,"LORETO","ALTO AMAZONAS","SANTA CRUZ",-5.5133345,-75.8586131
160211,"LORETO","ALTO AMAZONAS","TENIENTE CESAR LOPEZ",-5.94343,-75.786298
160301,"LORETO","LORETO","NAUTA",-4.5070455,-73.5740018
160302,"LORETO","LORETO","PARINARI",-6.0912362,-75.8087362
160303,"LORETO","LORETO","TIGRE",-6.0860979,-75.9035807
160304,"LORETO","LORETO","TROMPETEROS",-3.0999989,-75.8735112
160305,"LORETO","LORETO","URARINAS",-4.2547901,-75.4420923
160401,"LORETO","MARISCAL RAMON","RAMON CASTILLA",-3.5018901,-72.8089456
160402,"LORETO","MARISCAL RAMON","PEBAS",-3.3206285,-71.8617562
160403,"LORETO","MARISCAL RAMON","CASTILLA",12.9319546,123.7658075
160404,"LORETO","MARISCAL RAMON","CASTILLA",12.9319546,123.7658075
160501,"LORETO","REQUENA","CASTILLA",12.9319546,123.7658075
160502,"LORETO","REQUENA","ALTO TAPICHE",-6.7402458,-74.2664583
160503,"LORETO","REQUENA","CAPELO",-5.3786707,-74.1666836
160504,"LORETO","REQUENA","EMILIO SAN MARTIN",-6.2736324,-74.5306917
160505,"LORETO","REQUENA","MAQUIA",-6.4287985,-74.7975616
160506,"LORETO","REQUENA","PUINAHUA",-5.6023188,-74.9306871
160507,"LORETO","REQUENA","SAQUENA",-4.7735601,-73.387296
160508,"LORETO","REQUENA","SOPLIN",-6.2670638,-73.6559796
160509,"LORETO","REQUENA","TAPICHE",-6.0299214,-73.9443246
160510,"LORETO","REQUENA","JENARO HERRERA",-4.9055783,-73.6686202
160511,"LORETO","REQUENA","YAQUERANA",-6.0419797,-73.411479
160601,"LORETO","UCAYALI","CONTAMANA",-7.3504619,-75.0090611
160602,"LORETO","UCAYALI","INAHUAYA",-7.1174827,-75.2645205
160603,"LORETO","UCAYALI","PADRE MARQUEZ",-7.8670293,-74.8994093
160604,"LORETO","UCAYALI","PAMPA HERMOSA",-7.1974996,-75.2940102
160605,"LORETO","UCAYALI","SARAYACU",-6.3969342,-75.2180436
160606,"LORETO","UCAYALI","VARGAS GUERRA",-6.9769051,-74.9580168
160701,"LORETO","DATEM DEL MARANON","BARRANCA",-4.8261658,-76.6889606
160702,"LORETO","DATEM DEL MARANON","CAHUAPANAS",-5.297035,-76.9390014
160703,"LORETO","DATEM DEL MARANON","MANSERICHE",-4.6731848,-77.4906617
160704,"LORETO","DATEM DEL MARANON","MORONA",-3.8124232,-77.3569829
160705,"LORETO","DATEM DEL MARANON","PASTAZA",-4.0593301,-76.9192778
160706,"LORETO","DATEM DEL MARANON","ANDOAS",-3.3754615,-76.6396161
170101,"MADRE DE DIOS","TAMBOPATA","TAMBOPATA",-12.2436946,-69.6703444
170102,"MADRE DE DIOS","TAMBOPATA","INAMBARI",-12.9734018,-69.9280397
170103,"MADRE DE DIOS","TAMBOPATA","LAS PIEDRAS",-12.3661315,-69.2649225
170104,"MADRE DE DIOS","TAMBOPATA","LABERINTO",-12.3958811,-70.1366235
170201,"MADRE DE DIOS","MANU","MANU",-12.153783,-71.0629576
170202,"MADRE DE DIOS","MANU","FITZCARRALD",-12.0164673,-70.9139793
170203,"MADRE DE DIOS","MANU","MADRE DE DIOS",-12.6672461,-70.6339897
170204,"MADRE DE DIOS","MANU","HUEPETUHE",-12.9944387,-70.5269739
170301,"MADRE DE DIOS","TAHUAMANU","INAPARI",-10.9470805,-69.5761211
170302,"MADRE DE DIOS","TAHUAMANU","IBERIA",-11.6971134,-66.7446686
170303,"MADRE DE DIOS","TAHUAMANU","TAHUAMANU",-11.2099268,-70.4766541
180101,"MOQUEGUA","MARISCAL NIETO","MOQUEGUA",-17.1938025,-70.9345636
180102,"MOQUEGUA","MARISCAL NIETO","CARUMAS",-16.8092911,-70.6948053
180103,"MOQUEGUA","MARISCAL NIETO","CUCHUMBAYA",-16.7509756,-70.6861433
180104,"MOQUEGUA","MARISCAL NIETO","SAMEGUA",-17.1819384,-70.8999142
180105,"MOQUEGUA","MARISCAL NIETO","SAN CRISTOBAL",-16.7401131,-70.7066897
180106,"MOQUEGUA","MARISCAL NIETO","TORATA",-17.0765697,-70.8443485
180201,"MOQUEGUA","GENERAL SANCHEZ","OMATE",-16.6739158,-70.9701077
180202,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180203,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180204,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180205,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180206,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180207,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180208,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180209,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180210,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180211,"MOQUEGUA","GENERAL SANCHEZ","CERRO",-16.6717719,-70.9741312
180301,"MOQUEGUA","ILO","CERRO",-16.6717719,-70.9741312
180302,"MOQUEGUA","ILO","EL ALGARROBAL",-17.6229429,-71.2683787
180303,"MOQUEGUA","ILO","PACOCHA",-17.4371992,-71.3472543
190101,"PASCO","PASCO","CHAUPIMARCA",-10.4066063,-76.4617404
190102,"PASCO","PASCO","HUACHON",-10.6364436,-75.9508096
190103,"PASCO","PASCO","HUARIACA",-10.4420288,-76.1894722
190104,"PASCO","PASCO","HUAYLLAY",-11.0022598,-76.3647877
190105,"PASCO","PASCO","NINACACA",-10.855562,-76.112699
190106,"PASCO","PASCO","PALLANCHACRA",-10.4151535,-76.2352369
190107,"PASCO","PASCO","PAUCARTAMBO",-10.7746094,-75.8134578
190108,"PASCO","PASCO","SAN FRANCISCO DE ASIS",46.23958,-119.10057
190109,"PASCO","PASCO","SIMON BOLIVAR",-10.7195033,-76.3777409
190110,"PASCO","PASCO","TICLACAYAN",-10.5345441,-76.1640503
190111,"PASCO","PASCO","TINYAHUARCO",-10.7656017,-76.2734697
190112,"PASCO","PASCO","VICCO",-10.8411114,-76.2360066
190113,"PASCO","PASCO","YANACANCHA",-10.6702605,-76.2544781
190201,"PASCO","DANIEL ALCIDES","YANAHUANCA",-10.0359972,-75.568665
190202,"PASCO","DANIEL ALCIDES","CARRION",-10.5,-76.5
190203,"PASCO","DANIEL ALCIDES","CARRION",-10.5,-76.5
190204,"PASCO","DANIEL ALCIDES","CARRION",-10.5,-76.5
190205,"PASCO","DANIEL ALCIDES","CARRION",-10.5,-76.5
190206,"PASCO","DANIEL ALCIDES","CARRION",-10.5,-76.5
190207,"PASCO","DANIEL ALCIDES","CARRION",-10.5,-76.5
190208,"PASCO","DANIEL ALCIDES","CARRION",-10.5,-76.5
190301,"PASCO","OXAPAMPA","CARRION",-10.5,-76.5
190302,"PASCO","OXAPAMPA","CHONTABAMBA",-10.5755574,-75.4103534
190303,"PASCO","OXAPAMPA","HUANCABAMBA",-10.4263436,-75.5245042
190304,"PASCO","OXAPAMPA","PALCAZU",-10.1080654,-75.1657634
190305,"PASCO","OXAPAMPA","POZUZO",-10.0689006,-75.5507493
190306,"PASCO","OXAPAMPA","PUERTO BERMUDEZ",-10.2956757,-74.9369004
190307,"PASCO","OXAPAMPA","VILLA RICA",-10.7351432,-75.2676019
200101,"PIURA","PIURA","PIURA",-5.1949018,-80.6323
200104,"PIURA","PIURA","CASTILLA",-5.1153651,-80.5340462
200105,"PIURA","PIURA","CATACAOS",-5.2654817,-80.6760774
200107,"PIURA","PIURA","CURA MORI",-5.3641357,-80.6021647
200108,"PIURA","PIURA","EL TALLAN",-5.4413612,-80.6039452
200109,"PIURA","PIURA","LA ARENA",-5.3466201,-80.710859
200110,"PIURA","PIURA","LA UNION",-5.4043679,-80.7439051
200111,"PIURA","PIURA","LAS LOMAS",-4.6578078,-80.2433237
200114,"PIURA","PIURA","TAMBO GRANDE",-4.9150244,-80.3561593
200201,"PIURA","AYABACA","AYABACA",-4.755769,-79.7739968
